scenario,policy,frequency_days,capacity_rate,spot_radius_m,use_sections,selected_sections,section_treatment_cost,baseline_cost,policy_cost,cost_saving,cost_saving_pct,expected_events,event_reduction_pct,expected_spot_interventions,used_capacity,expected_spot_intervention_rate,expected_prevented_by_spot
authority_low_cost_spot,risk,14,0.0,100.0,True,2971,1197770.0,7665608.000000001,6153330.880000001,1512277.12,0.19728077929369725,31909.600000000006,0.35353322528363035,0.0,0,0.0,0.0
authority_low_cost_spot,fifo,14,0.05,100.0,False,0,0.0,7665608.000000001,7696442.142176002,-30834.142176001333,-0.004022400072636291,49105.481920000006,0.005156363047001507,2280.0,2280,0.046191247974068074,254.51807999999932
authority_low_cost_spot,risk,14,0.05,100.0,False,0,0.0,7665608.000000001,7704330.303517589,-38722.303517588414,-0.005051432778403019,49170.54995098308,0.0038381290319473866,2208.1625447153697,2280,0.044735870030700356,189.45004901692494
authority_low_cost_spot,risk,14,0.05,100.0,True,2971,1197770.0,7665608.000000001,6213559.9959824,1452048.0040176008,0.189423722686785,31851.68491525498,0.3547065454770061,2243.1409152000015,2280,0.04544450800648301,57.915084745024494
authority_low_cost_spot,fifo,14,0.1,100.0,False,0,0.0,7665608.000000001,7746222.929865727,-80614.92986572627,-0.010516443035663481,48974.294709760004,0.007814126625607688,4553.303999999998,4560,0.09224683954619121,385.70529024000416
authority_low_cost_spot,risk,14,0.1,100.0,False,0,0.0,7665608.000000001,7749957.475381437,-84349.47538143583,-0.011003624941614,49025.636835387326,0.006773970109657094,4415.945393576926,4560,0.08946404768186642,334.3631646126744
authority_low_cost_spot,risk,14,0.1,100.0,True,2971,1197770.0,7665608.000000001,6274217.355029181,1391390.6449708203,0.18151080057456892,31795.884124181994,0.3558370315198137,4489.51881216,4560,0.0909545950599676,113.71587581800938
authority_low_cost_spot,fifo,14,0.2,100.0,False,0,0.0,7665608.000000001,7802097.761751989,-136489.76175198797,-0.01780547110574764,48441.405341249534,0.01861010248684088,9045.60959999998,9120,0.18325789303079376,918.5946587504893
authority_low_cost_spot,risk,14,0.2,100.0,False,0,0.0,7665608.000000001,7838121.930385472,-172513.93038547132,-0.022504924643351357,48721.232010962,0.012941004640154017,8804.750456355494,9120,0.17837825073653757,638.7679890380206
authority_low_cost_spot,risk,14,0.2,100.0,True,2971,1197770.0,7665608.000000001,6397247.196418116,1268360.803581885,0.16546121372001868,31699.624784223244,0.3577871802223816,8960.643792201226,9120,0.1815365436021318,209.9752157767561
authority_low_cost_spot,fifo,14,0.35,100.0,False,0,0.0,7665608.000000001,7983726.764028064,-318118.76402806304,-0.04149948236696463,48283.38543581499,0.021811478204720604,15726.409781145527,15948,0.3186063569924134,1076.6145641850287
authority_low_cost_spot,risk,14,0.35,100.0,False,0,0.0,7665608.000000001,7980272.836288646,-314664.83628864493,-0.041048907834661634,48329.1119569215,0.020885090013745933,15384.372954597813,15948,0.31167692371551486,1030.8880430785232
