scenario,event_cost,intervention_premium,effectiveness,suppression_horizon_days,threshold,baseline_cost,policy_cost,cost_saving,cost_saving_pct,expected_events,expected_prevented_events,event_reduction_pct,expected_interventions,intervention_rate,nominal_flagged_rate_before_suppression
moderate_asset_30d,272.8,125.0,0.6,30,0.25,13465408.0,11134858.629992824,2330549.370007176,0.17307677346331993,29718.39915914698,19641.600840854295,0.39792546274013413,24221.434715015428,0.4907097794776221,0.8877228525121555
moderate_asset_30d,272.8,125.0,0.6,30,0.275,13465408.0,11057572.369181639,2407835.6308183614,0.17881638869155406,30443.335772675273,18916.664227326095,0.38323874042392075,22021.0429631606,0.4461313404205956,0.8280591572123177
moderate_asset_30d,272.8,125.0,0.6,30,0.3,13465408.0,11002336.151123734,2463071.848876266,0.18291847145487652,31148.825233656877,18211.174766344735,0.3689460041803712,20039.49301904902,0.4059864874199558,0.7726904376012966
moderate_asset_30d,272.8,125.0,0.6,30,0.325,13465408.0,10977214.424621478,2488193.5753785223,0.184784120568684,31863.773849506488,17496.226150495346,0.35446163189816676,18278.215347799713,0.3703042007252778,0.7213128038897894
moderate_asset_30d,272.8,125.0,0.6,30,0.35,13465408.0,10978061.951708479,2487346.048291521,0.184721179506148,32596.740924254642,16763.25907574732,0.33961221790407936,16685.36822056345,0.3380342021994216,0.6726904376012965
moderate_asset_30d,272.8,125.0,0.6,30,0.375,13465408.0,10983839.986342207,2481568.0136577934,0.18429207742222095,33316.310262790576,16043.689737211256,0.32503423292563666,15161.204373211685,0.307155680170415,0.6243922204213939
moderate_asset_30d,272.8,125.0,0.6,30,0.4,13465408.0,11027581.676791893,2437826.3232081067,0.18104362847439207,34194.999568476385,15165.000431525705,0.307232585727788,13593.486356079356,0.27539478030954934,0.5722649918962723
moderate_asset_30d,272.8,125.0,0.6,30,0.425,13465408.0,11093842.904193504,2371565.095806496,0.17612278037223203,35120.660330961444,14239.339669040399,0.28847932878927385,12103.41412724309,0.2452069312650545,0.5209481361426256
moderate_asset_30d,272.8,125.0,0.6,30,0.45,13465408.0,11172258.092893012,2293149.907106988,0.17029932602911016,36034.731044499065,13325.268955502233,0.26996087835293625,10735.867711612898,0.21750137179118514,0.4720421393841167
moderate_asset_30d,272.8,125.0,0.6,30,0.475,13465408.0,11260335.665017743,2205072.3349822573,0.1637583008982912,36937.00062758527,12422.999372415868,0.25168151078636,9471.375150481053,0.19188361325934064,0.42518233387358184
moderate_asset_30d,272.8,125.0,0.6,30,0.5,13465408.0,11361505.729744898,2103902.270255102,0.1562449700933757,37796.84056626099,11563.159433740311,0.23426173893312424,8404.220986130713,0.17026379631545205,0.3833670988654781
moderate_asset_30d,272.8,125.0,0.6,30,0.525,13465408.0,11469336.926972212,1996071.0730277877,0.1482369545005831,38636.50156825217,10723.498431749114,0.21725077860105005,7434.394393200807,0.15061576971638588,0.3436588330632091
moderate_asset_30d,272.8,125.0,0.6,30,0.55,13465408.0,11587817.944581212,1877590.0554187875,0.1394380367396805,39493.75627435417,9866.243725646722,0.19988338179995602,6511.3698634729235,0.13191592105901384,0.30567260940032415
moderate_asset_30d,272.8,125.0,0.6,30,0.575,13465408.0,11712722.54701445,1752685.4529855493,0.13016207551865858,40343.76896989127,9016.231030109255,0.18266270320317518,5655.538976195263,0.11457736985808879,0.26952998379254456
moderate_asset_30d,272.8,125.0,0.6,30,0.6,13465408.0,11865529.296953266,1599878.7030467335,0.11881397897833719,41276.61515789974,8083.38484210065,0.1637638744347703,4842.14945499158,0.09809865184342746,0.23397487844408427
moderate_asset_30d,272.8,125.0,0.6,30,0.625,13465408.0,12014219.728505371,1451188.2714946289,0.10777157821691172,42161.71420791392,7198.285792086434,0.14583237018002587,4100.032740653839,0.08306387237953483,0.20135737439222043
moderate_asset_30d,272.8,125.0,0.6,30,0.65,13465408.0,12168638.77951453,1296769.2204854693,0.09630374515836945,43034.47737393921,6325.5226260610325,0.12815078253769832,3430.6668151894637,0.06950297437579951,0.17040113452188008
moderate_asset_30d,272.8,125.0,0.6,30,0.675,13465408.0,12313639.304577697,1151768.695422303,0.08553537296621855,43841.17302142534,5518.826978574683,0.11180767784794692,2830.1384346162904,0.057336678172939436,0.14280794165316046
moderate_asset_30d,272.8,125.0,0.6,30,0.7,13465408.0,12450499.432636673,1014908.5673633274,0.07537154220379563,44579.72562658505,4780.274373414765,0.09684510480986523,2313.202253584297,0.04686390303047604,0.11774716369529983
moderate_asset_30d,272.8,125.0,0.6,30,0.725,13465408.0,12608771.466223681,856636.5337763187,0.06361756983348137,45398.70307204927,3961.2969279504514,0.08025317925345889,1792.0421452946925,0.03630555399705617,0.09288897893030794
moderate_asset_30d,272.8,125.0,0.6,30,0.75,13465408.0,12751344.765635932,714063.2343640681,0.05302945401758848,46115.54997812788,3244.4500218719118,0.06573034890340604,1368.1818527631458,0.027718432997632613,0.0715964343598055
moderate_asset_30d,272.8,125.0,0.6,30,0.775,13465408.0,12881742.140360713,583665.859639287,0.0433455755398787,46759.896763050645,2600.1032369492173,0.052676321656186284,1005.1384271418788,0.02036342032297161,0.05393030794165316
moderate_asset_30d,272.8,125.0,0.6,30,0.8,13465408.0,13015319.102532396,450088.8974676039,0.03342556701346175,47383.755267478715,1976.2447325212427,0.04003737302514759,712.2453244477531,0.014429605438568742,0.03853322528363047
moderate_asset_30d,272.8,125.0,0.6,30,0.825,13465408.0,13126187.872244772,339220.12775522843,0.025191968023191607,47904.418971412604,1455.581028587368,0.029489080806065555,462.8990146777876,0.009378018935935728,0.026195299837925446
moderate_asset_30d,272.8,125.0,0.6,30,0.85,13465408.0,13222266.180553481,243141.81944651902,0.018056773285036666,48335.69487048511,1024.305129514913,0.020751724666022906,290.30895900901265,0.005881461892403012,0.016997568881685576
moderate_asset_30d,272.8,125.0,0.6,30,0.875,13465408.0,13303097.437667923,162310.56233207695,0.012053891150723167,48687.40862195719,672.5913780428216,0.013626243477366472,169.37892470984096,0.0034315017161637147,0.010149918962722852
moderate_asset_30d,272.8,125.0,0.6,30,0.9,13465408.0,13367595.123817593,97812.87618240714,0.007264011323118255,48959.93413398211,400.0658660178853,0.008105062115435348,90.6007364622665,0.0018355092476147995,0.0059359805510534845
strong_asset_90d,579.8,300.0,0.6,90,0.2,28618927.999999996,22254518.739236332,6364409.260763664,0.22238461415339053,25890.718383479263,23469.281616522967,0.4754716697026081,24143.600734965767,0.489132916024428,0.963128038897893
strong_asset_90d,579.8,300.0,0.6,90,0.225,28618927.999999996,22160285.85608931,6458642.143910687,0.22567729105404258,26248.80988692924,23111.19011307277,0.468216979600299,23137.419612140697,0.46874837139669157,0.9338735818476499
